started_at,resolved_at,market_id,side,duration_ms,tau_at_start_sec
2026-07-30T10:11:52.686Z,2026-07-30T10:11:53.088Z,btc5m1785406229692,no,402,217.0
2026-07-30T10:11:54.696Z,2026-07-30T10:11:55.121Z,btc5m1785406229692,yes,425,215.0
2026-07-30T10:11:54.696Z,2026-07-30T10:11:55.121Z,btc5m1785406229692,no,425,215.0
2026-07-30T10:11:56.701Z,2026-07-30T10:11:57.098Z,btc5m1785406229692,yes,397,213.0
2026-07-30T10:11:56.701Z,2026-07-30T10:11:57.098Z,btc5m1785406229692,no,397,213.0
2026-07-30T10:12:00.709Z,2026-07-30T10:12:01.109Z,btc5m1785406229692,yes,400,209.0
2026-07-30T10:12:00.709Z,2026-07-30T10:12:01.109Z,btc5m1785406229692,no,400,209.0
2026-07-30T10:12:02.715Z,2026-07-30T10:12:03.118Z,btc5m1785406229692,yes,403,207.0
2026-07-30T10:12:02.715Z,2026-07-30T10:12:03.118Z,btc5m1785406229692,no,403,207.0
2026-07-30T10:12:04.724Z,2026-07-30T10:12:05.125Z,btc5m1785406229692,yes,401,205.0
2026-07-30T10:12:04.724Z,2026-07-30T10:12:05.125Z,btc5m1785406229692,no,401,205.0
2026-07-30T10:12:06.730Z,2026-07-30T10:12:07.149Z,btc5m1785406229692,yes,419,203.0
2026-07-30T10:12:06.730Z,2026-07-30T10:12:07.149Z,btc5m1785406229692,no,419,203.0
2026-07-30T10:12:08.742Z,2026-07-30T10:12:09.143Z,btc5m1785406229692,yes,401,200.9
2026-07-30T10:12:08.742Z,2026-07-30T10:12:09.143Z,btc5m1785406229692,no,401,200.9
2026-07-30T10:12:10.747Z,2026-07-30T10:12:11.146Z,btc5m1785406229692,yes,399,198.9
2026-07-30T10:12:10.747Z,2026-07-30T10:12:11.146Z,btc5m1785406229692,no,399,198.9
2026-07-30T10:12:12.750Z,2026-07-30T10:12:13.154Z,btc5m1785406229692,yes,404,196.9
2026-07-30T10:12:12.750Z,2026-07-30T10:12:13.154Z,btc5m1785406229692,no,404,196.9
2026-07-30T10:12:14.758Z,2026-07-30T10:12:15.159Z,btc5m1785406229692,yes,401,194.9
2026-07-30T10:12:14.758Z,2026-07-30T10:12:15.159Z,btc5m1785406229692,no,401,194.9
2026-07-30T10:12:16.765Z,2026-07-30T10:12:17.164Z,btc5m1785406229692,yes,399,192.9
2026-07-30T10:12:16.765Z,2026-07-30T10:12:17.164Z,btc5m1785406229692,no,399,192.9
2026-07-30T10:12:18.768Z,2026-07-30T10:12:19.173Z,btc5m1785406229692,yes,405,190.9
2026-07-30T10:12:18.768Z,2026-07-30T10:12:19.173Z,btc5m1785406229692,no,405,190.9
2026-07-30T10:12:20.770Z,2026-07-30T10:12:21.171Z,btc5m1785406229692,yes,401,188.9
2026-07-30T10:12:20.770Z,2026-07-30T10:12:21.171Z,btc5m1785406229692,no,401,188.9
2026-07-30T10:12:22.780Z,2026-07-30T10:12:23.182Z,btc5m1785406229692,yes,402,186.9
2026-07-30T10:12:22.780Z,2026-07-30T10:12:23.182Z,btc5m1785406229692,no,402,186.9
2026-07-30T10:12:24.786Z,2026-07-30T10:12:25.188Z,btc5m1785406229692,yes,402,184.9
2026-07-30T10:12:24.786Z,2026-07-30T10:12:25.188Z,btc5m1785406229692,no,402,184.9
2026-07-30T10:12:26.793Z,2026-07-30T10:12:27.195Z,btc5m1785406229692,yes,402,182.9
2026-07-30T10:12:26.793Z,2026-07-30T10:12:27.195Z,btc5m1785406229692,no,402,182.9
2026-07-30T10:12:28.798Z,2026-07-30T10:12:29.201Z,btc5m1785406229692,yes,403,180.9
2026-07-30T10:12:28.798Z,2026-07-30T10:12:29.201Z,btc5m1785406229692,no,403,180.9
2026-07-30T10:12:30.805Z,2026-07-30T10:12:31.205Z,btc5m1785406229692,yes,400,178.9
2026-07-30T10:12:30.805Z,2026-07-30T10:12:31.205Z,btc5m1785406229692,no,400,178.9
2026-07-30T10:12:32.807Z,2026-07-30T10:12:33.209Z,btc5m1785406229692,yes,402,176.9
2026-07-30T10:12:32.807Z,2026-07-30T10:12:33.209Z,btc5m1785406229692,no,402,176.9
2026-07-30T10:12:34.821Z,2026-07-30T10:12:35.218Z,btc5m1785406229692,yes,397,174.9
2026-07-30T10:12:34.821Z,2026-07-30T10:12:35.218Z,btc5m1785406229692,no,397,174.9
2026-07-30T10:12:36.840Z,2026-07-30T10:12:37.222Z,btc5m1785406229692,yes,382,172.9
2026-07-30T10:12:36.840Z,2026-07-30T10:12:37.222Z,btc5m1785406229692,no,382,172.9
2026-07-30T10:12:38.835Z,2026-07-30T10:12:39.235Z,btc5m1785406229692,yes,400,170.9
2026-07-30T10:12:38.835Z,2026-07-30T10:12:39.235Z,btc5m1785406229692,no,400,170.9
2026-07-30T10:12:40.842Z,2026-07-30T10:12:41.241Z,btc5m1785406229692,yes,399,168.8
2026-07-30T10:12:40.842Z,2026-07-30T10:12:41.241Z,btc5m1785406229692,no,399,168.8
2026-07-30T10:12:42.860Z,2026-07-30T10:12:43.253Z,btc5m1785406229692,yes,393,166.8
2026-07-30T10:12:42.860Z,2026-07-30T10:12:43.253Z,btc5m1785406229692,no,393,166.8
2026-07-30T10:12:44.852Z,2026-07-30T10:12:45.249Z,btc5m1785406229692,yes,397,164.8
2026-07-30T10:12:44.852Z,2026-07-30T10:12:45.249Z,btc5m1785406229692,no,397,164.8
2026-07-30T10:12:46.865Z,2026-07-30T10:12:47.266Z,btc5m1785406229692,yes,401,162.8
2026-07-30T10:12:46.865Z,2026-07-30T10:12:47.266Z,btc5m1785406229692,no,401,162.8
2026-07-30T10:12:52.895Z,2026-07-30T10:12:53.296Z,btc5m1785406229692,yes,401,156.8
2026-07-30T10:12:52.895Z,2026-07-30T10:12:53.296Z,btc5m1785406229692,no,401,156.8
2026-07-30T10:13:06.939Z,2026-07-30T10:13:07.339Z,btc5m1785406229692,yes,400,142.8
2026-07-30T10:13:06.939Z,2026-07-30T10:13:07.339Z,btc5m1785406229692,no,400,142.8
2026-07-30T10:13:18.974Z,2026-07-30T10:13:19.372Z,btc5m1785406229692,yes,398,130.7
2026-07-30T10:13:18.974Z,2026-07-30T10:13:19.372Z,btc5m1785406229692,no,398,130.7
2026-07-30T10:13:29.012Z,2026-07-30T10:13:29.403Z,btc5m1785406229692,yes,391,120.7
2026-07-30T10:13:29.012Z,2026-07-30T10:13:29.403Z,btc5m1785406229692,no,391,120.7
2026-07-30T10:13:35.029Z,2026-07-30T10:13:35.432Z,btc5m1785406229692,yes,403,114.7
2026-07-30T10:13:35.029Z,2026-07-30T10:13:35.432Z,btc5m1785406229692,no,403,114.7
2026-07-30T10:13:47.066Z,2026-07-30T10:13:47.466Z,btc5m1785406229692,yes,400,102.6
2026-07-30T10:13:47.066Z,2026-07-30T10:13:47.466Z,btc5m1785406229692,no,400,102.6
2026-07-30T10:13:55.095Z,2026-07-30T10:13:55.491Z,btc5m1785406229692,yes,396,94.6
2026-07-30T10:13:55.095Z,2026-07-30T10:13:55.491Z,btc5m1785406229692,no,396,94.6
2026-07-30T10:14:15.175Z,2026-07-30T10:14:15.560Z,btc5m1785406229692,yes,385,74.5
2026-07-30T10:14:15.175Z,2026-07-30T10:14:15.560Z,btc5m1785406229692,no,385,74.5
2026-07-30T10:14:37.245Z,2026-07-30T10:14:37.635Z,btc5m1785406229692,yes,390,52.4
2026-07-30T10:14:37.245Z,2026-07-30T10:14:37.635Z,btc5m1785406229692,no,390,52.4
2026-07-30T10:14:42.536Z,2026-07-30T10:14:45.515Z,btc5m1785406229692,yes,2979,47.2
2026-07-30T10:14:41.327Z,2026-07-30T10:14:45.515Z,btc5m1785406229692,no,4188,48.4
2026-07-30T10:14:47.102Z,2026-07-30T10:14:47.499Z,btc5m1785406229692,yes,397,42.6
2026-07-30T10:14:47.102Z,2026-07-30T10:14:47.499Z,btc5m1785406229692,no,397,42.6
2026-07-30T10:14:51.111Z,2026-07-30T10:14:51.911Z,btc5m1785406229692,yes,800,38.6
2026-07-30T10:14:51.111Z,2026-07-30T10:14:51.911Z,btc5m1785406229692,no,800,38.6
2026-07-30T10:14:55.117Z,2026-07-30T10:14:55.522Z,btc5m1785406229692,yes,405,34.6
2026-07-30T10:14:55.117Z,2026-07-30T10:14:55.522Z,btc5m1785406229692,no,405,34.6
2026-07-30T10:14:59.144Z,2026-07-30T10:14:59.942Z,btc5m1785406229692,yes,798,30.5
2026-07-30T10:14:59.144Z,2026-07-30T10:14:59.942Z,btc5m1785406229692,no,798,30.5
2026-07-30T10:15:46.092Z,2026-07-30T10:15:47.702Z,btc5m1785406545256,yes,1610,299.2
2026-07-30T10:15:46.092Z,2026-07-30T10:15:47.702Z,btc5m1785406545256,no,1610,299.2
2026-07-30T10:15:49.324Z,2026-07-30T10:15:49.712Z,btc5m1785406545256,yes,388,295.9
2026-07-30T10:15:49.324Z,2026-07-30T10:15:49.712Z,btc5m1785406545256,no,388,295.9
2026-07-30T10:15:51.367Z,2026-07-30T10:15:51.812Z,btc5m1785406545256,yes,445,293.9
2026-07-30T10:15:51.367Z,2026-07-30T10:15:51.812Z,btc5m1785406545256,no,445,293.9
2026-07-30T10:15:52.961Z,2026-07-30T10:15:54.167Z,btc5m1785406545256,yes,1206,292.3
2026-07-30T10:15:52.961Z,2026-07-30T10:15:54.167Z,btc5m1785406545256,no,1206,292.3
2026-07-30T10:15:54.972Z,2026-07-30T10:15:55.781Z,btc5m1785406545256,yes,809,290.3
2026-07-30T10:15:54.972Z,2026-07-30T10:15:55.781Z,btc5m1785406545256,no,809,290.3
2026-07-30T10:15:56.971Z,2026-07-30T10:15:57.364Z,btc5m1785406545256,yes,393,288.3
2026-07-30T10:15:56.971Z,2026-07-30T10:15:57.364Z,btc5m1785406545256,no,393,288.3
2026-07-30T10:15:58.967Z,2026-07-30T10:15:59.769Z,btc5m1785406545256,yes,802,286.3
2026-07-30T10:15:58.967Z,2026-07-30T10:15:59.769Z,btc5m1785406545256,no,802,286.3
2026-07-30T10:16:00.972Z,2026-07-30T10:16:01.374Z,btc5m1785406545256,yes,402,284.3
2026-07-30T10:16:00.972Z,2026-07-30T10:16:01.374Z,btc5m1785406545256,no,402,284.3
2026-07-30T10:16:02.987Z,2026-07-30T10:16:04.224Z,btc5m1785406545256,yes,1237,282.3
2026-07-30T10:16:02.987Z,2026-07-30T10:16:04.224Z,btc5m1785406545256,no,1237,282.3
2026-07-30T10:16:05.830Z,2026-07-30T10:16:08.196Z,btc5m1785406545256,yes,2366,279.4
2026-07-30T10:16:05.830Z,2026-07-30T10:16:08.196Z,btc5m1785406545256,no,2366,279.4
2026-07-30T10:16:11.001Z,2026-07-30T10:16:11.801Z,btc5m1785406545256,yes,800,274.3
2026-07-30T10:16:11.001Z,2026-07-30T10:16:11.801Z,btc5m1785406545256,no,800,274.3
2026-07-30T10:16:13.005Z,2026-07-30T10:16:13.407Z,btc5m1785406545256,yes,402,272.3
2026-07-30T10:16:13.005Z,2026-07-30T10:16:13.407Z,btc5m1785406545256,no,402,272.3
2026-07-30T10:16:15.414Z,2026-07-30T10:16:16.230Z,btc5m1785406545256,yes,816,269.8
2026-07-30T10:16:15.414Z,2026-07-30T10:16:16.230Z,btc5m1785406545256,no,816,269.8
2026-07-30T10:16:17.018Z,2026-07-30T10:16:17.417Z,btc5m1785406545256,yes,399,268.2
2026-07-30T10:16:17.018Z,2026-07-30T10:16:17.417Z,btc5m1785406545256,no,399,268.2
2026-07-30T10:16:19.026Z,2026-07-30T10:16:20.227Z,btc5m1785406545256,yes,1201,266.2
2026-07-30T10:16:19.026Z,2026-07-30T10:16:20.227Z,btc5m1785406545256,no,1201,266.2
2026-07-30T10:16:21.031Z,2026-07-30T10:16:21.430Z,btc5m1785406545256,yes,399,264.2
2026-07-30T10:16:21.031Z,2026-07-30T10:16:21.430Z,btc5m1785406545256,no,399,264.2
2026-07-30T10:16:23.036Z,2026-07-30T10:16:23.436Z,btc5m1785406545256,yes,400,262.2
2026-07-30T10:16:23.036Z,2026-07-30T10:16:23.436Z,btc5m1785406545256,no,400,262.2
2026-07-30T10:16:25.191Z,2026-07-30T10:16:26.254Z,btc5m1785406545256,yes,1063,260.1
2026-07-30T10:16:25.191Z,2026-07-30T10:16:26.254Z,btc5m1785406545256,no,1063,260.1
2026-07-30T10:16:27.060Z,2026-07-30T10:16:28.672Z,btc5m1785406545256,yes,1612,258.2
2026-07-30T10:16:27.060Z,2026-07-30T10:16:28.672Z,btc5m1785406545256,no,1612,258.2
2026-07-30T10:16:29.075Z,2026-07-30T10:16:31.481Z,btc5m1785406545256,yes,2406,256.2
2026-07-30T10:16:29.075Z,2026-07-30T10:16:31.481Z,btc5m1785406545256,no,2406,256.2
2026-07-30T10:16:33.087Z,2026-07-30T10:16:34.292Z,btc5m1785406545256,yes,1205,252.2
2026-07-30T10:16:33.087Z,2026-07-30T10:16:34.292Z,btc5m1785406545256,no,1205,252.2
2026-07-30T10:16:35.149Z,2026-07-30T10:16:37.914Z,btc5m1785406545256,yes,2765,250.1
2026-07-30T10:16:35.149Z,2026-07-30T10:16:37.914Z,btc5m1785406545256,no,2765,250.1
2026-07-30T10:16:39.189Z,2026-07-30T10:16:40.732Z,btc5m1785406545256,yes,1543,246.1
2026-07-30T10:16:39.189Z,2026-07-30T10:16:40.732Z,btc5m1785406545256,no,1543,246.1
2026-07-30T10:16:41.392Z,2026-07-30T10:16:41.771Z,btc5m1785406545256,no,379,243.9
2026-07-30T10:16:43.552Z,2026-07-30T10:16:43.976Z,btc5m1785406545256,yes,424,241.7
2026-07-30T10:16:43.552Z,2026-07-30T10:16:43.976Z,btc5m1785406545256,no,424,241.7
2026-07-30T10:16:47.177Z,2026-07-30T10:16:48.772Z,btc5m1785406545256,yes,1595,238.1
2026-07-30T10:16:47.177Z,2026-07-30T10:16:48.772Z,btc5m1785406545256,no,1595,238.1
2026-07-30T10:16:49.202Z,2026-07-30T10:16:49.996Z,btc5m1785406545256,yes,794,236.1
2026-07-30T10:16:49.202Z,2026-07-30T10:16:49.996Z,btc5m1785406545256,no,794,236.1
2026-07-30T10:16:53.194Z,2026-07-30T10:16:56.806Z,btc5m1785406545256,yes,3612,232.1
2026-07-30T10:16:53.194Z,2026-07-30T10:16:56.806Z,btc5m1785406545256,no,3612,232.1
2026-07-30T10:16:57.204Z,2026-07-30T10:16:58.071Z,btc5m1785406545256,yes,867,228.1
2026-07-30T10:16:57.204Z,2026-07-30T10:16:58.071Z,btc5m1785406545256,no,867,228.1
2026-07-30T10:16:59.213Z,2026-07-30T10:16:59.617Z,btc5m1785406545256,yes,404,226.0
2026-07-30T10:16:59.213Z,2026-07-30T10:16:59.617Z,btc5m1785406545256,no,404,226.0
2026-07-30T10:17:01.225Z,2026-07-30T10:17:02.021Z,btc5m1785406545256,yes,796,224.0
2026-07-30T10:17:01.225Z,2026-07-30T10:17:02.021Z,btc5m1785406545256,no,796,224.0
2026-07-30T10:17:03.227Z,2026-07-30T10:17:05.629Z,btc5m1785406545256,yes,2402,222.0
2026-07-30T10:17:03.227Z,2026-07-30T10:17:05.629Z,btc5m1785406545256,no,2402,222.0
2026-07-30T10:17:07.235Z,2026-07-30T10:17:07.635Z,btc5m1785406545256,yes,400,218.0
2026-07-30T10:17:07.235Z,2026-07-30T10:17:07.635Z,btc5m1785406545256,no,400,218.0
2026-07-30T10:17:09.654Z,2026-07-30T10:17:10.444Z,btc5m1785406545256,yes,790,215.6
2026-07-30T10:17:09.654Z,2026-07-30T10:17:10.444Z,btc5m1785406545256,no,790,215.6
2026-07-30T10:17:13.255Z,2026-07-30T10:17:16.887Z,btc5m1785406545256,yes,3632,212.0
2026-07-30T10:17:13.255Z,2026-07-30T10:17:16.887Z,btc5m1785406545256,no,3632,212.0
2026-07-30T10:17:19.297Z,2026-07-30T10:17:19.711Z,btc5m1785406545256,yes,414,206.0
2026-07-30T10:17:19.297Z,2026-07-30T10:17:19.711Z,btc5m1785406545256,no,414,206.0
2026-07-30T10:17:21.296Z,2026-07-30T10:17:21.694Z,btc5m1785406545256,yes,398,204.0
2026-07-30T10:17:21.296Z,2026-07-30T10:17:21.694Z,btc5m1785406545256,no,398,204.0
2026-07-30T10:17:25.303Z,2026-07-30T10:17:25.704Z,btc5m1785406545256,yes,401,200.0
2026-07-30T10:17:25.303Z,2026-07-30T10:17:25.704Z,btc5m1785406545256,no,401,200.0
2026-07-30T10:17:27.311Z,2026-07-30T10:17:27.708Z,btc5m1785406545256,yes,397,197.9
2026-07-30T10:17:27.311Z,2026-07-30T10:17:27.708Z,btc5m1785406545256,no,397,197.9
2026-07-30T10:17:29.329Z,2026-07-30T10:17:29.714Z,btc5m1785406545256,yes,385,195.9
2026-07-30T10:17:29.329Z,2026-07-30T10:17:29.714Z,btc5m1785406545256,no,385,195.9
2026-07-30T10:17:32.977Z,2026-07-30T10:17:33.834Z,btc5m1785406545256,yes,857,192.3
2026-07-30T10:17:32.977Z,2026-07-30T10:17:33.834Z,btc5m1785406545256,no,857,192.3
2026-07-30T10:17:39.377Z,2026-07-30T10:17:40.577Z,btc5m1785406545256,yes,1200,185.9
2026-07-30T10:17:39.377Z,2026-07-30T10:17:40.577Z,btc5m1785406545256,no,1200,185.9
2026-07-30T10:17:43.383Z,2026-07-30T10:17:43.789Z,btc5m1785406545256,yes,406,181.9
2026-07-30T10:17:43.383Z,2026-07-30T10:17:43.789Z,btc5m1785406545256,no,406,181.9
2026-07-30T10:17:45.396Z,2026-07-30T10:17:45.787Z,btc5m1785406545256,yes,391,179.9
2026-07-30T10:17:45.396Z,2026-07-30T10:17:45.787Z,btc5m1785406545256,no,391,179.9
2026-07-30T10:18:05.434Z,2026-07-30T10:18:05.831Z,btc5m1785406545256,yes,397,159.8
2026-07-30T10:18:05.434Z,2026-07-30T10:18:05.831Z,btc5m1785406545256,no,397,159.8
2026-07-30T10:18:19.465Z,2026-07-30T10:18:20.266Z,btc5m1785406545256,yes,801,145.8
2026-07-30T10:18:19.465Z,2026-07-30T10:18:20.266Z,btc5m1785406545256,no,801,145.8
2026-07-30T10:18:21.535Z,2026-07-30T10:18:21.871Z,btc5m1785406545256,yes,336,143.7
2026-07-30T10:18:21.535Z,2026-07-30T10:18:21.871Z,btc5m1785406545256,no,336,143.7
2026-07-30T10:18:31.499Z,2026-07-30T10:18:31.898Z,btc5m1785406545256,yes,399,133.8
2026-07-30T10:18:31.499Z,2026-07-30T10:18:31.898Z,btc5m1785406545256,no,399,133.8
2026-07-30T10:18:33.508Z,2026-07-30T10:18:33.911Z,btc5m1785406545256,yes,403,131.7
2026-07-30T10:18:33.508Z,2026-07-30T10:18:33.911Z,btc5m1785406545256,no,403,131.7
2026-07-30T10:18:37.558Z,2026-07-30T10:18:39.582Z,btc5m1785406545256,yes,2024,127.7
2026-07-30T10:18:37.558Z,2026-07-30T10:18:39.582Z,btc5m1785406545256,no,2024,127.7
2026-07-30T10:18:55.210Z,2026-07-30T10:18:55.608Z,btc5m1785406545256,yes,398,110.0
2026-07-30T10:18:55.210Z,2026-07-30T10:18:55.608Z,btc5m1785406545256,no,398,110.0
2026-07-30T10:19:01.218Z,2026-07-30T10:19:01.619Z,btc5m1785406545256,yes,401,104.0
2026-07-30T10:19:01.218Z,2026-07-30T10:19:01.619Z,btc5m1785406545256,no,401,104.0
2026-07-30T10:19:03.222Z,2026-07-30T10:19:04.025Z,btc5m1785406545256,yes,803,102.0
2026-07-30T10:19:03.222Z,2026-07-30T10:19:04.025Z,btc5m1785406545256,no,803,102.0
2026-07-30T10:19:05.635Z,2026-07-30T10:19:06.432Z,btc5m1785406545256,yes,797,99.6
2026-07-30T10:19:05.635Z,2026-07-30T10:19:06.432Z,btc5m1785406545256,no,797,99.6
2026-07-30T10:19:07.641Z,2026-07-30T10:19:09.248Z,btc5m1785406545256,yes,1607,97.6
2026-07-30T10:19:07.641Z,2026-07-30T10:19:09.248Z,btc5m1785406545256,no,1607,97.6
2026-07-30T10:19:11.249Z,2026-07-30T10:19:11.645Z,btc5m1785406545256,yes,396,94.0
2026-07-30T10:19:11.249Z,2026-07-30T10:19:11.645Z,btc5m1785406545256,no,396,94.0
2026-07-30T10:19:13.260Z,2026-07-30T10:19:14.062Z,btc5m1785406545256,yes,802,92.0
2026-07-30T10:19:13.260Z,2026-07-30T10:19:14.062Z,btc5m1785406545256,no,802,92.0
2026-07-30T10:19:15.671Z,2026-07-30T10:19:16.065Z,btc5m1785406545256,yes,394,89.6
2026-07-30T10:19:15.671Z,2026-07-30T10:19:16.065Z,btc5m1785406545256,no,394,89.6
2026-07-30T10:19:17.262Z,2026-07-30T10:19:18.464Z,btc5m1785406545256,yes,1202,88.0
2026-07-30T10:19:17.262Z,2026-07-30T10:19:18.464Z,btc5m1785406545256,no,1202,88.0
2026-07-30T10:19:19.674Z,2026-07-30T10:19:20.080Z,btc5m1785406545256,yes,406,85.6
2026-07-30T10:19:19.285Z,2026-07-30T10:19:20.080Z,btc5m1785406545256,no,795,86.0
2026-07-30T10:19:21.274Z,2026-07-30T10:19:21.675Z,btc5m1785406545256,yes,401,84.0
2026-07-30T10:19:21.274Z,2026-07-30T10:19:21.675Z,btc5m1785406545256,no,401,84.0
2026-07-30T10:19:23.308Z,2026-07-30T10:19:24.931Z,btc5m1785406545256,yes,1623,81.9
2026-07-30T10:19:23.308Z,2026-07-30T10:19:24.931Z,btc5m1785406545256,no,1623,81.9
2026-07-30T10:19:25.718Z,2026-07-30T10:19:26.557Z,btc5m1785406545256,yes,839,79.5
2026-07-30T10:19:25.718Z,2026-07-30T10:19:26.557Z,btc5m1785406545256,no,839,79.5
2026-07-30T10:19:27.342Z,2026-07-30T10:19:28.136Z,btc5m1785406545256,yes,794,77.9
2026-07-30T10:19:27.342Z,2026-07-30T10:19:28.136Z,btc5m1785406545256,no,794,77.9
2026-07-30T10:19:29.326Z,2026-07-30T10:19:29.724Z,btc5m1785406545256,yes,398,75.9
2026-07-30T10:19:29.326Z,2026-07-30T10:19:29.724Z,btc5m1785406545256,no,398,75.9
2026-07-30T10:19:31.333Z,2026-07-30T10:19:31.732Z,btc5m1785406545256,yes,399,73.9
2026-07-30T10:19:31.333Z,2026-07-30T10:19:31.732Z,btc5m1785406545256,no,399,73.9
2026-07-30T10:19:33.341Z,2026-07-30T10:19:33.738Z,btc5m1785406545256,yes,397,71.9
2026-07-30T10:19:33.341Z,2026-07-30T10:19:33.738Z,btc5m1785406545256,no,397,71.9
2026-07-30T10:19:35.358Z,2026-07-30T10:19:37.756Z,btc5m1785406545256,yes,2398,69.9
2026-07-30T10:19:35.358Z,2026-07-30T10:19:37.756Z,btc5m1785406545256,no,2398,69.9
2026-07-30T10:19:39.363Z,2026-07-30T10:19:39.765Z,btc5m1785406545256,yes,402,65.9
2026-07-30T10:19:39.363Z,2026-07-30T10:19:39.765Z,btc5m1785406545256,no,402,65.9
2026-07-30T10:19:41.367Z,2026-07-30T10:19:41.816Z,btc5m1785406545256,yes,449,63.9
2026-07-30T10:19:41.367Z,2026-07-30T10:19:41.816Z,btc5m1785406545256,no,449,63.9
2026-07-30T10:19:43.395Z,2026-07-30T10:19:45.046Z,btc5m1785406545256,yes,1651,61.9
2026-07-30T10:19:43.395Z,2026-07-30T10:19:45.046Z,btc5m1785406545256,no,1651,61.9
2026-07-30T10:19:45.377Z,2026-07-30T10:19:45.779Z,btc5m1785406545256,yes,402,59.9
2026-07-30T10:19:45.377Z,2026-07-30T10:19:45.779Z,btc5m1785406545256,no,402,59.9
2026-07-30T10:19:47.389Z,2026-07-30T10:19:47.782Z,btc5m1785406545256,yes,393,57.9
2026-07-30T10:19:47.389Z,2026-07-30T10:19:47.782Z,btc5m1785406545256,no,393,57.9
2026-07-30T10:19:49.393Z,2026-07-30T10:19:49.789Z,btc5m1785406545256,yes,396,55.9
2026-07-30T10:19:49.393Z,2026-07-30T10:19:49.789Z,btc5m1785406545256,no,396,55.9
2026-07-30T10:19:51.399Z,2026-07-30T10:19:51.797Z,btc5m1785406545256,yes,398,53.9
2026-07-30T10:19:51.399Z,2026-07-30T10:19:51.797Z,btc5m1785406545256,no,398,53.9
2026-07-30T10:19:53.818Z,2026-07-30T10:19:56.618Z,btc5m1785406545256,yes,2800,51.4
2026-07-30T10:19:53.818Z,2026-07-30T10:19:56.618Z,btc5m1785406545256,no,2800,51.4
2026-07-30T10:19:57.421Z,2026-07-30T10:19:57.823Z,btc5m1785406545256,yes,402,47.8
2026-07-30T10:19:57.421Z,2026-07-30T10:19:57.823Z,btc5m1785406545256,no,402,47.8
2026-07-30T10:19:59.436Z,2026-07-30T10:19:59.836Z,btc5m1785406545256,yes,400,45.8
2026-07-30T10:19:59.436Z,2026-07-30T10:19:59.836Z,btc5m1785406545256,no,400,45.8
2026-07-30T10:20:03.448Z,2026-07-30T10:20:03.849Z,btc5m1785406545256,yes,401,41.8
2026-07-30T10:20:03.448Z,2026-07-30T10:20:03.849Z,btc5m1785406545256,no,401,41.8
2026-07-30T10:20:07.464Z,2026-07-30T10:20:07.861Z,btc5m1785406545256,yes,397,37.8
2026-07-30T10:20:07.464Z,2026-07-30T10:20:07.861Z,btc5m1785406545256,no,397,37.8
2026-07-30T10:20:09.516Z,2026-07-30T10:20:11.490Z,btc5m1785406545256,yes,1974,35.7
2026-07-30T10:20:09.516Z,2026-07-30T10:20:11.490Z,btc5m1785406545256,no,1974,35.7
2026-07-30T10:20:13.511Z,2026-07-30T10:20:14.691Z,btc5m1785406545256,yes,1180,31.7
2026-07-30T10:20:13.511Z,2026-07-30T10:20:14.691Z,btc5m1785406545256,no,1180,31.7
2026-07-30T10:20:58.237Z,2026-07-30T10:21:01.846Z,btc5m1785406856880,yes,3609,298.6
2026-07-30T10:20:58.237Z,2026-07-30T10:21:01.846Z,btc5m1785406856880,no,3609,298.6
2026-07-30T10:21:03.451Z,2026-07-30T10:21:07.063Z,btc5m1785406856880,yes,3612,293.4
2026-07-30T10:21:03.451Z,2026-07-30T10:21:07.063Z,btc5m1785406856880,no,3612,293.4
2026-07-30T10:21:07.471Z,2026-07-30T10:21:08.268Z,btc5m1785406856880,yes,797,289.4
2026-07-30T10:21:07.471Z,2026-07-30T10:21:08.268Z,btc5m1785406856880,no,797,289.4
2026-07-30T10:21:09.482Z,2026-07-30T10:21:10.270Z,btc5m1785406856880,yes,788,287.4
2026-07-30T10:21:09.482Z,2026-07-30T10:21:10.270Z,btc5m1785406856880,no,788,287.4
2026-07-30T10:21:11.489Z,2026-07-30T10:21:11.878Z,btc5m1785406856880,yes,389,285.4
2026-07-30T10:21:11.489Z,2026-07-30T10:21:11.878Z,btc5m1785406856880,no,389,285.4
2026-07-30T10:21:15.485Z,2026-07-30T10:21:17.493Z,btc5m1785406856880,yes,2008,281.4
2026-07-30T10:21:15.485Z,2026-07-30T10:21:17.493Z,btc5m1785406856880,no,2008,281.4
2026-07-30T10:21:19.548Z,2026-07-30T10:21:22.395Z,btc5m1785406856880,yes,2847,277.3
2026-07-30T10:21:19.548Z,2026-07-30T10:21:22.395Z,btc5m1785406856880,no,2847,277.3
2026-07-30T10:21:23.530Z,2026-07-30T10:21:23.925Z,btc5m1785406856880,yes,395,273.4
2026-07-30T10:21:23.530Z,2026-07-30T10:21:23.925Z,btc5m1785406856880,no,395,273.4
2026-07-30T10:21:25.535Z,2026-07-30T10:21:26.733Z,btc5m1785406856880,yes,1198,271.3
2026-07-30T10:21:25.535Z,2026-07-30T10:21:26.733Z,btc5m1785406856880,no,1198,271.3
2026-07-30T10:21:27.958Z,2026-07-30T10:21:29.944Z,btc5m1785406856880,yes,1986,268.9
2026-07-30T10:21:27.958Z,2026-07-30T10:21:29.944Z,btc5m1785406856880,no,1986,268.9
